SURVEY_SPECIES,SPECIES_NAME,COMMON_NAME,SPECIES_CODE,ID_RANK,DATABASE,DATABASE_ID,GENUS_TAXON,SUBFAMILY_TAXON,FAMILY_TAXON,SUPERFAMILY_TAXON,INFRAORDER_TAXON,SUBORDER_TAXON,ORDER_TAXON,SUPERORDER_TAXON,INFRACLASS_TAXON,SUBCLASS_TAXON,CLASS_TAXON,SUPERCLASS_TAXON,SUBPHYLUM_TAXON,PHYLUM_TAXON,KINGDOM_TAXON
1,Bathyraja interrupta egg case,Bering skate egg case,436,species,WORMS,NA,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
1,Beringraja rhina,longnose skate,440,species,WORMS,1461133,Beringraja,NA,Rajidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
1,Beringraja rhina egg case,longnose skate egg case,441,species,WORMS,NA,Beringraja,NA,Rajidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
1,Amblyraja hyperborea,roughshoulder skate,445,species,WORMS,105863,Amblyraja,NA,Rajidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
0,Amblyraja hyperborea,roughshoulder skate,445,species,ITIS,564138,Amblyraja,NA,Rajidae,NA,NA,NA,Rajiformes,Euselachii,NA,Elasmobranchii,Chondrichthyes,Chondrichthyes,Vertebrata,Chordata,Animalia
1,Amblyraja hyperborea egg case,roughshoulder skate egg case,446,species,WORMS,NA,Amblyraja,NA,Rajidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
1,Beringraja stellulata,starry skate,450,species,WORMS,1461135,Beringraja,NA,Rajidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
0,Raja stellulata,starry skate,450,species,ITIS,160854,Raja,NA,Rajidae,NA,NA,NA,Rajiformes,Euselachii,NA,Elasmobranchii,Chondrichthyes,Chondrichthyes,Vertebrata,Chordata,Animalia
1,Bathyraja taranetzi,mud skate,455,species,WORMS,298834,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
0,Rhinoraja taranetzi,mud skate,455,species,ITIS,564280,Rhinoraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,Euselachii,NA,Elasmobranchii,Chondrichthyes,Chondrichthyes,Vertebrata,Chordata,Animalia
1,Bathyraja taranetzi egg case,mud skate egg case,456,species,WORMS,NA,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
0,Rhinoraja taranetzi egg case,mud skate egg case,456,species,ITIS,NA,Rhinoraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,Euselachii,NA,Elasmobranchii,Chondrichthyes,Chondrichthyes,Vertebrata,Chordata,Animalia
1,Bathyraja trachura,roughtail skate,460,species,WORMS,271538,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
0,Bathyraja trachura,roughtail skate,460,species,ITIS,160942,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,Euselachii,NA,Elasmobranchii,Chondrichthyes,Chondrichthyes,Vertebrata,Chordata,Animalia
1,Bathyraja trachura egg case,roughtail skate egg case,461,species,WORMS,NA,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
1,Arctoraja parmifera,Alaska skate,471,species,WORMS,1577324,Arctoraja,NA,Rajidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
1,Bathyraja aleutica,Aleutian skate,472,species,WORMS,271506,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
0,Bathyraja aleutica,Aleutian skate,472,species,ITIS,160935,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,Euselachii,NA,Elasmobranchii,Chondrichthyes,Chondrichthyes,Vertebrata,Chordata,Animalia
1,Bathyraja aleutica egg case,Aleutian skate egg case,473,species,WORMS,NA,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
1,Arctoraja parmifera egg case,Alaska skate egg case,474,species,WORMS,NA,Arctoraja,NA,Rajidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
1,Bathyraja lindbergi,Commander skate,475,species,WORMS,271517,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
0,Bathyraja lindbergi,Commander skate,475,species,ITIS,564262,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,Euselachii,NA,Elasmobranchii,Chondrichthyes,Chondrichthyes,Vertebrata,Chordata,Animalia
1,Bathyraja lindbergi egg case,Commander skate egg case,476,species,WORMS,NA,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
1,Bathyraja panthera,leopard skate,477,species,WORMS,712390,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
1,Bathyraja panthera egg case,leopard skate egg case,478,species,WORMS,NA,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
1,Bathyraja maculata,whiteblotched skate,480,species,WORMS,271520,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
0,Bathyraja maculata,whiteblotched skate,480,species,ITIS,564263,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,Euselachii,NA,Elasmobranchii,Chondrichthyes,Chondrichthyes,Vertebrata,Chordata,Animalia
1,Bathyraja maculata egg case,whiteblotched skate egg case,481,species,WORMS,NA,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
1,Bathyraja mariposa,butterfly skate,483,species,WORMS,271522,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
1,Bathyraja mariposa egg case,butterfly skate egg case,484,species,WORMS,NA,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
1,Bathyraja minispinosa,whitebrow skate,485,species,WORMS,271524,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
0,Bathyraja minispinosa,whitebrow skate,485,species,ITIS,564264,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,Euselachii,NA,Elasmobranchii,Chondrichthyes,Chondrichthyes,Vertebrata,Chordata,Animalia
1,Bathyraja minispinosa egg case,whitebrow skate egg case,486,species,WORMS,NA,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
1,Bathyraja smirnovi,golden skate,490,species,WORMS,271535,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
0,Bathyraja smirnovi,golden skate,490,species,ITIS,564248,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,Euselachii,NA,Elasmobranchii,Chondrichthyes,Chondrichthyes,Vertebrata,Chordata,Animalia
1,Bathyraja violacea,Okhotsk skate,495,species,WORMS,271540,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
0,Bathyraja violacea,Okhotsk skate,495,species,ITIS,564249,Bathyraja,NA,Arhynchobatidae,NA,NA,NA,Rajiformes,Euselachii,NA,Elasmobranchii,Chondrichthyes,Chondrichthyes,Vertebrata,Chordata,Animalia
1,Tetronarce californica,Pacific electric ray,610,species,WORMS,845703,Tetronarce,Torpedininae,Torpedinidae,NA,NA,NA,Torpediniformes,NA,Batoidea,Neoselachii,Elasmobranchii,NA,Vertebrata,Chordata,Animalia
0,Torpedo californica,Pacific electric ray,610,species,ITIS,160833,Torpedo,NA,Torpedinidae,NA,NA,NA,Torpediniformes,Euselachii,NA,Elasmobranchii,Chondrichthyes,Chondrichthyes,Vertebrata,Chordata,Animalia
1,Hydrolagus colliei,spotted ratfish,710,species,WORMS,271406,Hydrolagus,NA,Chimaeridae,NA,NA,NA,Chimaeriformes,NA,NA,NA,Holocephali,NA,Vertebrata,Chordata,Animalia
0,Hydrolagus colliei,spotted ratfish,710,species,ITIS,161015,Hydrolagus,NA,Chimaeridae,NA,NA,Chimaeroidei,Chimaeriformes,NA,NA,Holocephali,Chondrichthyes,Chondrichthyes,Vertebrata,Chordata,Animalia
1,Hydrolagus colliei egg case,spotted ratfish egg case,711,species,WORMS,NA,Hydrolagus,NA,Chimaeridae,NA,NA,NA,Chimaeriformes,NA,NA,NA,Holocephali,NA,Vertebrata,Chordata,Animalia
1,Pleuronectiformes,flatfish unid.,10001,order,WORMS,10331,NA,NA,NA,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Pleuronectiformes,flatfish unid.,10001,order,ITIS,172702,NA,NA,NA,NA,NA,NA,Pleuronectiformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Pleuronectiformes larvae,flatfish larvae,10002,order,WORMS,NA,NA,NA,NA,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
1,Bothidae,lefteye flounder unid.,10003,family,WORMS,125576,NA,NA,Bothidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Bothidae,lefteye flounder unid.,10003,family,ITIS,172714,NA,NA,Bothidae,NA,NA,Pleuronectoidei,Pleuronectiformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Citharichthys sp.,sanddab unid.,10008,genus,WORMS,158786,Citharichthys,NA,Paralichthyidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Citharichthys sp.,sanddab unid.,10008,genus,ITIS,172715,Citharichthys,NA,Paralichthyidae,NA,NA,Pleuronectoidei,Pleuronectiformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Citharichthys xanthostigma,longfin sanddab,10009,species,WORMS,275699,Citharichthys,NA,Paralichthyidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Citharichthys xanthostigma,longfin sanddab,10009,species,ITIS,172726,Citharichthys,NA,Paralichthyidae,NA,NA,Pleuronectoidei,Pleuronectiformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Citharichthys sordidus,Pacific sanddab,10010,species,WORMS,275694,Citharichthys,NA,Paralichthyidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Citharichthys sordidus,Pacific sanddab,10010,species,ITIS,172716,Citharichthys,NA,Paralichthyidae,NA,NA,Pleuronectoidei,Pleuronectiformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Citharichthys stigmaeus,speckled sanddab,10020,species,WORMS,275696,Citharichthys,NA,Paralichthyidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Citharichthys stigmaeus,speckled sanddab,10020,species,ITIS,172717,Citharichthys,NA,Paralichthyidae,NA,NA,Pleuronectoidei,Pleuronectiformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Hippoglossina stomata,bigmouth sole,10041,species,WORMS,275827,Hippoglossina,NA,Paralichthyidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Hippoglossina stomata,bigmouth sole,10041,species,ITIS,172784,Hippoglossina,NA,Paralichthyidae,NA,NA,Pleuronectoidei,Pleuronectiformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Paralichthys californicus,California halibut,10050,species,WORMS,275809,Paralichthys,NA,Paralichthyidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Paralichthys californicus,California halibut,10050,species,ITIS,172743,Paralichthys,NA,Paralichthyidae,NA,NA,Pleuronectoidei,Pleuronectiformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Xystreurys liolepis,fantail sole,10060,species,WORMS,283199,Xystreurys,NA,Paralichthyidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Xystreurys liolepis,fantail sole,10060,species,ITIS,172800,Xystreurys,NA,Paralichthyidae,NA,NA,Pleuronectoidei,Pleuronectiformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Pleuronectidae,righteye flounder unid.,10100,family,WORMS,125579,NA,NA,Pleuronectidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Pleuronectidae,righteye flounder unid.,10100,family,ITIS,172859,NA,NA,Pleuronectidae,NA,NA,Pleuronectoidei,Pleuronectiformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Atheresthes stomias,arrowtooth flounder,10110,species,WORMS,279792,Atheresthes,Pleuronectinae,Pleuronectidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Atheresthes stomias,arrowtooth flounder,10110,species,ITIS,172862,Atheresthes,NA,Pleuronectidae,NA,NA,Pleuronectoidei,Pleuronectiformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Atheresthes sp.,NA,10111,genus,WORMS,268428,Atheresthes,Pleuronectinae,Pleuronectidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Atheresthes sp.,NA,10111,genus,ITIS,172860,Atheresthes,NA,Pleuronectidae,NA,NA,Pleuronectoidei,Pleuronectiformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Atheresthes evermanni,Kamchatka flounder,10112,species,WORMS,279791,Atheresthes,Pleuronectinae,Pleuronectidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Atheresthes evermanni,Kamchatka flounder,10112,species,ITIS,172861,Atheresthes,NA,Pleuronectidae,NA,NA,Pleuronectoidei,Pleuronectiformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Reinhardtius hippoglossoides,Greenland turbot,10115,species,WORMS,127144,Reinhardtius,Pleuronectinae,Pleuronectidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Reinhardtius hippoglossoides,Greenland turbot,10115,species,ITIS,172930,Reinhardtius,Hippoglossinae,Pleuronectidae,NA,NA,Pleuronectoidei,Pleuronectiformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Reinhardtius hippoglossoides (juvenile),Greenland turbot (juvenile),10116,species,WORMS,NA,Reinhardtius,Pleuronectinae,Pleuronectidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
1,Hippoglossus stenolepis,Pacific halibut,10120,species,WORMS,274290,Hippoglossus,Pleuronectinae,Pleuronectidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Hippoglossus stenolepis,Pacific halibut,10120,species,ITIS,172932,Hippoglossus,Hippoglossinae,Pleuronectidae,NA,NA,Pleuronectoidei,Pleuronectiformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Hippoglossus stenolepis (juvenile),Pacific halibut (juvenile),10121,species,WORMS,NA,Hippoglossus,Pleuronectinae,Pleuronectidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
1,Parophrys vetulus X Platichthys stellatus hybrid,hybrid sole,10122,species,WORMS,NA,Parophrys,Pleuronectinae,Pleuronectidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
1,Hippoglossoides sp.,NA,10129,genus,WORMS,126115,Hippoglossoides,Pleuronectinae,Pleuronectidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Hippoglossoides sp.,NA,10129,genus,ITIS,172874,Hippoglossoides,Hippoglossoidinae,Pleuronectidae,NA,NA,Pleuronectoidei,Pleuronectiformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Hippoglossoides elassodon,flathead sole,10130,species,WORMS,274289,Hippoglossoides,Pleuronectinae,Pleuronectidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Hippoglossoides elassodon,flathead sole,10130,species,ITIS,172875,Hippoglossoides,Hippoglossoidinae,Pleuronectidae,NA,NA,Pleuronectoidei,Pleuronectiformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Hippoglossoides robustus,Bering flounder,10140,species,WORMS,254561,Hippoglossoides,Pleuronectinae,Pleuronectidae,NA,NA,NA,Pleuronectiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
1,Alepocephalidae,slickhead unid.,20100,family,WORMS,125507,NA,NA,Alepocephalidae,NA,NA,NA,Alepocephaliformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Alepocephalidae,slickhead unid.,20100,family,ITIS,162303,NA,NA,Alepocephalidae,Alepocephaloidea,NA,Argentinoidei,Osmeriformes,Protacanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Asquamiceps caeruleus,caerulean slickhead,20105,species,WORMS,272852,Asquamiceps,NA,Alepocephalidae,NA,NA,NA,Alepocephaliformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Asquamiceps caeruleus,caerulean slickhead,20105,species,ITIS,623350,Asquamiceps,NA,Alepocephalidae,Alepocephaloidea,NA,Argentinoidei,Osmeriformes,Protacanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Alepocephalus sp.,NA,20110,genus,WORMS,125868,Alepocephalus,NA,Alepocephalidae,NA,NA,NA,Alepocephaliformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Alepocephalus sp.,NA,20110,genus,ITIS,162308,Alepocephalus,NA,Alepocephalidae,Alepocephaloidea,NA,Argentinoidei,Osmeriformes,Protacanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Alepocephalus tenebrosus,California slickhead,20120,species,WORMS,272849,Alepocephalus,NA,Alepocephalidae,NA,NA,NA,Alepocephaliformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Alepocephalus tenebrosus,California slickhead,20120,species,ITIS,162316,Alepocephalus,NA,Alepocephalidae,Alepocephaloidea,NA,Argentinoidei,Osmeriformes,Protacanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Bajacalifornia burragei,sharpchin slickhead,20121,species,WORMS,272857,Bajacalifornia,NA,Alepocephalidae,NA,NA,NA,Alepocephaliformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Bajacalifornia burragei,sharpchin slickhead,20121,species,ITIS,162350,Bajacalifornia,NA,Alepocephalidae,Alepocephaloidea,NA,Argentinoidei,Osmeriformes,Protacanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Bajacalifornia megalops,NA,20122,species,WORMS,126687,Bajacalifornia,NA,Alepocephalidae,NA,NA,NA,Alepocephaliformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Bajacalifornia megalops,NA,20122,species,ITIS,623328,Bajacalifornia,NA,Alepocephalidae,Alepocephaloidea,NA,Argentinoidei,Osmeriformes,Protacanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Rouleina attrita,softskin slickhead,20130,species,WORMS,126709,Rouleina,NA,Alepocephalidae,NA,NA,NA,Alepocephaliformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Rouleina attrita,softskin slickhead,20130,species,ITIS,162335,Rouleina,NA,Alepocephalidae,Alepocephaloidea,NA,Argentinoidei,Osmeriformes,Protacanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Talismania bifurcata,threadfin slickhead,20150,species,WORMS,272884,Talismania,NA,Alepocephalidae,NA,NA,NA,Alepocephaliformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Talismania bifurcata,threadfin slickhead,20150,species,ITIS,182875,Talismania,NA,Alepocephalidae,Alepocephaloidea,NA,Argentinoidei,Osmeriformes,Protacanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Maulisia sp.,NA,20179,genus,WORMS,125902,Maulisia,NA,Platytroctidae,NA,NA,NA,Alepocephaliformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Maulisia sp.,NA,20179,genus,ITIS,182861,Maulisia,NA,Platytroctidae,Alepocephaloidea,NA,Argentinoidei,Osmeriformes,Protacanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Maulisia mauli,NA,20180,species,WORMS,126742,Maulisia,NA,Platytroctidae,NA,NA,NA,Alepocephaliformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Maulisia mauli,NA,20180,species,ITIS,182862,Maulisia,NA,Platytroctidae,Alepocephaloidea,NA,Argentinoidei,Osmeriformes,Protacanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Maulisia argipalla,pitted tubeshoulder,20181,species,WORMS,126741,Maulisia,NA,Platytroctidae,NA,NA,NA,Alepocephaliformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Maulisia argipalla,pitted tubeshoulder,20181,species,ITIS,623391,Maulisia,NA,Platytroctidae,Alepocephaloidea,NA,Argentinoidei,Osmeriformes,Protacanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Ammodytes sp.,sand lance unid.,20202,genus,WORMS,125909,Ammodytes,NA,Ammodytidae,NA,NA,Uranoscopoidei,Perciformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Ammodytes sp.,sand lance unid.,20202,genus,ITIS,171671,Ammodytes,NA,Ammodytidae,NA,NA,Trachinoidei,Perciformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Ammodytes hexapterus,Arctic sand lance,20203,species,WORMS,254510,Ammodytes,NA,Ammodytidae,NA,NA,Uranoscopoidei,Perciformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Ammodytes hexapterus,Arctic sand lance,20203,species,ITIS,171672,Ammodytes,NA,Ammodytidae,NA,NA,Trachinoidei,Perciformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Ammodytes personatus,Pacific sand lance,20204,species,WORMS,272967,Ammodytes,NA,Ammodytidae,NA,NA,Uranoscopoidei,Perciformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Ammodytes personatus,Pacific sand lance,20204,species,ITIS,630414,Ammodytes,NA,Ammodytidae,NA,NA,Trachinoidei,Perciformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Anarrhichthys ocellatus,wolf-eel,20320,species,WORMS,279605,Anarrhichthys,NA,Anarhichadidae,NA,NA,Zoarcoidei,Perciformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Anarrhichthys ocellatus,wolf-eel,20320,species,ITIS,171345,Anarrhichthys,NA,Anarhichadidae,NA,NA,Zoarcoidei,Perciformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Anarhichas orientalis,Bering wolffish,20322,species,WORMS,254511,Anarhichas,NA,Anarhichadidae,NA,NA,Zoarcoidei,Perciformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Anarhichas orientalis,Bering wolffish,20322,species,ITIS,171337,Anarhichas,NA,Anarhichadidae,NA,NA,Zoarcoidei,Perciformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Anoplogaster cornuta,fangtooth,20420,species,WORMS,126393,Anoplogaster,NA,Anoplogastridae,NA,NA,NA,Trachichthyiformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
0,Anoplogaster cornuta,fangtooth,20420,species,ITIS,166152,Anoplogaster,NA,Anoplogastridae,NA,NA,Trachichthyoidei,Beryciformes,Acanthopterygii,NA,NA,Teleostei,Actinopterygii,Vertebrata,Chordata,Animalia
1,Anoplopoma fimbria,sablefish,20510,species,WORMS,159463,Anoplopoma,NA,Anoplopomatidae,NA,NA,Cottoidei,Perciformes,NA,NA,NA,Teleostei,Actinopteri,Vertebrata,Chordata,Animalia
